Job Title,Company,Salary,Location
Senior AI Engineer,HR Vietnam’s ESS Client,Lương: 40 Tr - 50 Tr VND,Hà Nội
Kỹ Sư Bán Hàng - iLEAP,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ TECHPRO,Lương: 15 Tr - 30 Tr VND,Hồ Chí Minh
Kỹ Thuật Giải Pháp Nhà Máy,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ TECHPRO,Lương: 15 Tr - 20 Tr VND,Hồ Chí Minh
[NMS] - Giám đốc Phòng Công nghệ Thông tin,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,Lương: Cạnh Tranh,Hồ Chí Minh
Senior Backend Developer (Golang/Node.JS),Công Ty Cổ Phần TEECOM,Lương: Lên đến 33 Tr VND,Hồ Chí Minh
Kỹ sư lập trình nhúng - Embedded Engineer,Tập Đoàn Karofi Holding,Lương: 20 Tr - 35 Tr VND,Hà Nội
Nhân viên Kế hoạch tổng hợp (Mạnh tổng hợp số liệu),Tổng Công ty Cổ phần Công trình Viettel,Lương: 16 Tr - 20 Tr VND,Hà Nội
Nhân viên kỹ thuật bảo trì,Bee-Next - Công ty CP TM DV Vùng Trời Thông Tin,Lương: 10 Tr - 12 Tr VND,Hà Nội
Senior Full stack Developer - Odoo,Tập Đoàn Karofi Holding,Lương: 30 Tr - 42 Tr VND,Hà Nội
Chuyên Viên Phòng Kế Hoạch,CÔNG TY TNHH DB HOME,Lương: Cạnh Tranh,"Lâm Đồng
Hà Nội"
"Chuyên viên Kiểm thử tự động (Automation Tester – Playwright, TypeScript)",Tập Đoàn Karofi Holding,Lương: Lên đến 40 Tr VND,Hà Nội
SALES ENGINEER,CÔNG TY CỔ PHẦN PHÁT TRIỂN CÔNG NGHỆ TECHPRO,Lương: 15 Tr - 30 Tr VND,"Hà Nội
Hồ Chí Minh"
Trưởng phòng Chất lượng III - Tiếng Trung,CÔNG TY TNHH ELECTRONIC TRIPOD VIỆT NAM (CHÂU ĐỨC),Lương: Cạnh Tranh,"Bà Rịa - Vũng Tàu
Đồng Nai"
Chuyên Gia An Ninh Thông Tin- Hà Nội- TA084,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Nhân viên kỹ thuật CNTT,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ HQG,Lương: 10 Tr - 14 Tr VND,Hà Nội
Kỹ sư điện tử,TECOTEC Technology,Lương: 8 Tr - 15 Tr VND,Hà Nội
Kỹ sư Thiết kế phần cứng,Tổng Công ty Sản xuất thiết bị Viettel - Tập đoàn Công nghiệp - Viễn thông Quân đội (VIETTEL),Lương: Cạnh Tranh,Hà Nội
Chuyên Gia Phân Tích Rủi Ro- Hà Nội- TA084,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
Nhân viên IT Helpdesk,BỆNH VIỆN ĐA KHOA PHƯƠNG ĐÔNG,Lương: 10 Tr - 13 Tr VND,Hà Nội
Kỹ sư Trung tâm Lab (Central Lab Engineer) - Tiếng Trung,CÔNG TY TNHH ELECTRONIC TRIPOD VIỆT NAM (CHÂU ĐỨC),Lương: Cạnh Tranh,Bà Rịa - Vũng Tàu
Kỹ sư Thiết kế phần mềm,Tổng Công ty Sản xuất thiết bị Viettel - Tập đoàn Công nghiệp - Viễn thông Quân đội (VIETTEL),Lương: Cạnh Tranh,Hà Nội
Kỹ sư Dịch vụ Công nghệ thông tin (Service Engineer) - Tiếng Trung,CÔNG TY TNHH ELECTRONIC TRIPOD VIỆT NAM (CHÂU ĐỨC),Lương: Cạnh Tranh,Bà Rịa - Vũng Tàu
Kỹ sư Hóa (Lab Engineer) - Tiếng Trung,CÔNG TY TNHH ELECTRONIC TRIPOD VIỆT NAM (CHÂU ĐỨC),Lương: Cạnh Tranh,Bà Rịa - Vũng Tàu
HCM_Business Intelligence,Công Ty Cổ Phần Goody Group,Lương: Cạnh Tranh,Hồ Chí Minh
AI Engineer,Cty Cổ Phần Thực Phẩm Á Châu,Lương: Cạnh Tranh,Hồ Chí Minh
Nhân Viên IT Helpdesk,Công ty TNHH Thực Phẩm Sạch Thương Mại T&P,Lương: 10 Tr - 15 Tr VND,Hà Nội
IT Business Analyst,Công ty CP IIG Việt Nam,Lương: 18 Tr - 25 Tr VND,Hà Nội
Digital Transformation Manager,HR Vietnam’s ESS Client,Lương: Cạnh Tranh,Hồ Chí Minh
Lập trình viên Mobile Developer (Cty con Massko),Công ty Cổ phần Masscom Việt Nam,Lương: 12 Tr - 25 Tr VND,Hà Nội
Kỹ sư Bảo trì & Vận hành Hệ thống,GTEL ICT,Lương: 10 Tr - 20 Tr VND,Hà Nội
Front-End Developer (ERP Project),THỜI TRANG LINING_CÔNG TY TNHH QUỐC TẾ HẢI LONG,Lương: 22 Tr - 35 Tr VND,Hà Nội
Chuyên viên Phân tích nghiệp vụ (Dự án ERP),THỜI TRANG LINING_CÔNG TY TNHH QUỐC TẾ HẢI LONG,Lương: 23 Tr - 30 Tr VND,Hà Nội
Lập trình viên Backend,Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh tranh,Hà Nội
HO - Chuyên viên/Chuyên viên chính/Chuyên viên cao cấp Quản lý dữ liệu tài chính (MIS),Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Lương: Cạnh tranh,Hà Nội
Senior DevOps Engineer,Công Ty CP Dược Phẩm Pharmacity,Lương: Cạnh tranh,Hồ Chí Minh
Chuyên Viên Phân Tích Dữ Liệu (Năng Lượng Mặt Trời),CÔNG TY TNHH MANFUSI VIỆT NAM,Lương: 12 Tr - 15 Tr VND,Hà Nội
Software Engineer,Công ty TNHH Greystone Data Systems Việt Nam,Lương: 12 Tr - 25 Tr VND,Hồ Chí Minh
Kỹ Sư Lập Trình Firmware,Công ty TNHH Greystone Data Systems Việt Nam,Lương: 11 Tr - 15 Tr VND,Hồ Chí Minh
Machine Learning Engineer,Công ty TNHH Greystone Data Systems Việt Nam,Lương: 12 Tr - 25 Tr VND,Hồ Chí Minh
Nhân Viên Thiết Kế Quảng Cáo,Công ty cổ phần giải pháp NHK,Lương: 8 Tr - 15 Tr VND,Hà Nội
[HN] CVC Quản Trị Hệ Thống,CÔNG TY TÀI CHÍNH TÍN DỤNG TIÊU DÙNG TNHH MTV AEON,Lương: Cạnh tranh,Hà Nội
Chuyên viên Quản lý nợ - Collection Management Officer - Khối Thu hồi nợ,Công Ty Tài Chính TNHH MB SHINSEI (MCREDIT),Lương: Cạnh tranh,Hà Nội
Chuyên viên cao cấp Quản lý nợ - Senior Collection Management Officer - Khối Thu hồi nợ,Công Ty Tài Chính TNHH MB SHINSEI (MCREDIT),Lương: Cạnh tranh,Hà Nội
Backend Developer,KDI EDUCATION,Lương: Cạnh tranh,Hồ Chí Minh
Data Analyst,Công Ty Tài Chính Mirae Asset (Việt Nam),Lương: Cạnh tranh,Hồ Chí Minh
DevOps Engineer,Công Ty Tài Chính Mirae Asset (Việt Nam),Lương: Cạnh tranh,Hồ Chí Minh
CV/CVC/CVCC Quản trị rủi ro Công nghệ thông tin - (HO Hà Đông),Ngân hàng TMCP Việt Á – VietABank,Lương: Cạnh tranh,Hà Nội
Chuyên Viên Tuyển Dụng,Tập Đoàn CT Group Việt Nam,Lương: 15 Tr - 30 Tr VND,Hồ Chí Minh
Lập trình viên SQL,Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh tranh,Hà Nội
Nhân viên quản trị cơ sở dữ liệu (DBA),Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh Tranh,Hà Nội
Nhân viên SRE,Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh Tranh,Hà Nội
NLP Engineer (Senior),CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,Lương: Lên đến 50 Tr VND,Đà Nẵng
NLP Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,Lương: Lên đến 40 Tr VND,Hà Nội
AI Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,Lương: Lên đến 40 Tr VND,Hà Nội
Giám đốc dự án công nghệ (Product Manager),Công ty Cổ phần Tập đoàn Meey Land,Lương: Cạnh Tranh,Hà Nội
SEO ( Seo Top Google & Quản trị web),CÔNG TY TNHH IN ẤN KỸ THUẬT MỚI TÂN HOA MAI,Lương: 8 Tr - 12 Tr VND,Hồ Chí Minh
[HCM] Lập trình viên iOS (Swift),Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh Tranh,Hồ Chí Minh
Trưởng phòng Quản trị dữ liệu,Công ty Cổ phần Tập đoàn Meey Land,Lương: 25 Tr - 40 Tr VND,Hà Nội
Trưởng Bộ Phận Phát Triển Phần Mềm Nhúng(Firmware),Tập Đoàn Karofi Holding,Lương: Lên đến 40 Tr VND,Hà Nội
Trưởng bộ phận phát triển phần mềm,CÔNG TY CỔ PHẦN THÀNH PHỐ DU LỊCH SINH THÁI SƠN TIÊN,Lương: Cạnh Tranh,Đồng Nai
"Chuyên viên Tuyển dụng Khối Kỹ thuật (R&D, Sản xuất, IT) - Talent Acquisition Excecutive",Tập Đoàn Karofi Holding,Lương: 15 Tr - 20 Tr VND,Hà Nội
Chuyên Gia Phát Triển Mạng Lưới,NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Lương: Cạnh Tranh,Hà Nội
Chuyên viên Phân tích nghiệp vụ Thẻ,BVBank - Ngân hàng Bản Việt,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên gia/Chuyên viên cao cấp Kinh doanh Giấy tờ có giá,BVBank - Ngân hàng Bản Việt,Lương: Cạnh Tranh,Hồ Chí Minh
Fullstack Developer,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,Lương: Cạnh Tranh,Hồ Chí Minh
IT Business Analyst Assistant Manager,Marico South East Asia Corporation,Lương: Cạnh Tranh,Hồ Chí Minh
Cán bộ Quản trị ứng dụng - Ban CNTT,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam (BIC),Lương: Cạnh Tranh,Hà Nội
Kỹ Sư Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ BẢO DƯỠNG THIẾT BỊ HÀNG KHÔNG,Lương: 12 Tr - 18 Tr VND,"Kiên Giang
Hải Phòng
Hà Nội"
mobile Developer,LacViet Computing Corporation,Lương: Cạnh Tranh,Hồ Chí Minh
CHUYÊN VIÊN VẬN HÀNH PHẦN MỀM MISA,CÔNG TY TNHH MTV KỸ THUẬT TÚ LỘC,Lương: 13 Tr - 18 Tr VND,Hồ Chí Minh
"Trưởng Phòng Kỹ Thuật Mạng, Camera",CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT TẦM NHÌN,Lương: 20 Tr - 30 Tr VND,Hồ Chí Minh
TTS Công Nghệ Địa Lý,Công ty Cổ phần Tập đoàn Meey Land,Lương: 3 Tr - 5 Tr VND,Hà Nội
Cư Mgar - Chuyên Viên IT,Công Ty Cổ Phần Vacxin Việt Nam,Lương: Cạnh Tranh,Dak Lak
Chuyên viên Thiết kế UI/UX,Công Ty CP Du lịch và Tiếp Thị GTVT Việt Nam- Vietravel,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên Viên Đảm Bảo Chất Lượng Và Kiểm Thử – Software QA & Testing Officer,Tập Đoàn CT Group Việt Nam,Lương: Cạnh Tranh,Hồ Chí Minh
Kỹ Sư Dữ Liệu – Data Engineer,Tập Đoàn CT Group Việt Nam,Lương: Cạnh Tranh,Hồ Chí Minh
"CV/CVCC Quản trị, rủi ro, tuân thủ ATTT (Security GRC Analyst)",CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI (SHBFinance),Lương: Cạnh Tranh,Hà Nội
Chuyên Viên Vận Hành ERP (Nghệ An),CÔNG TY CP Á CHÂU HOA SƠN,Lương: Cạnh Tranh,Nghệ An
Chuyên viên Product designer (UI/UX),Công ty Cổ phần Masscom Việt Nam,Lương: 10 Tr - 15 Tr VND,Hà Nội
Backend Developer,Công ty Cổ phần Masscom Việt Nam,Lương: 15 Tr - 25 Tr VND,Hà Nội
Kỹ Sư QS Chuyển Đổi Số Xây Dựng,Tổng công ty Xây dựng số 1 – CTCP,Lương: Cạnh tranh,Hồ Chí Minh
Chuyên Viên SAP FICO,Công ty Cổ phần Đầu tư Asia Dragon,Lương: 17 Tr - 30 Tr VND,Hồ Chí Minh
Trưởng Nhóm Tích Hợp Mạng & Bảo Mật,Công ty cổ phần Công nghệ Mạng và Truyền thông,Lương: Lên đến 45 Tr VND,Hà Nội
Trợ Lý Dự Án,Bảo mật,Lương: 10 Tr - 20 Tr VND,Hà Nội
Kỹ Sư Tư Vấn Giải Pháp Mạng Và Bảo Mật,Công ty cổ phần Công nghệ Mạng và Truyền thông,Lương: Cạnh tranh,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ/ BA (Business Analyst),EuP Group,Lương: 10 Tr - 15 Tr VND,Hà Nội
Data Scientist,CÔNG TY CỔ PHẦN EPLUS RESEARCH,Lương: Cạnh tranh,Hồ Chí Minh
Contact Center System Specialist – CC Solution Support,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Lương: 12 Tr - 15 Tr VND,Hồ Chí Minh
Network Engineer (Senior/Expert),Công ty TNHH Viettel - CHT,Lương: Cạnh tranh,"Hà Nội
Hồ Chí Minh"
Lập trình viên Android,Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh tranh,Hà Nội
Nhân viên Điều hành kinh doanh,Công ty TNHH Viettel - CHT,Lương: Cạnh tranh,Hà Nội
Phó Giám đốc Khối Doanh nghiệp (Đà Nẵng),Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh tranh,Đà Nẵng
CV hỗ trợ mua sắm mảng CNTT - TA184,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
Product Owner (làm sản phẩm AI),Công ty Cổ phần Masscom Việt Nam,Lương: 15 Tr - 30 Tr VND,Hà Nội
Chuyên viên tư vấn dự án đầu tư CNTT,GTEL ICT,Lương: 17 Tr - 30 Tr VND,Hà Nội
Phó quản lý – Phụ trách Team IT thuộc Bộ phận Hành chính,Công Ty TNHH Tokuyama Việt Nam,Lương: Cạnh tranh,Bà Rịa - Vũng Tàu
Chuyên Viên Kiểm Thử Tự Động (Automation Tester),Công ty Cổ phần Công nghệ UpBase,Lương: 12 Tr - 25 Tr VND,Hà Nội
Chuyên Viên Phân Tích Số Liệu Và Báo Cáo (Data Analyst),LOTTE FINANCE VIETNAM,Lương: Cạnh tranh,Hà Nội
Nhân Viên Phát Triển SAP,Công Ty Cổ Phần Eurowindow,Lương: Cạnh Tranh,Hà Nội
Chuyên gia giải pháp tài khoản và thanh toán - RB - MSB - 1O281,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Lương: 40 Tr - 50 Tr VND,Hà Nội
"(Nghệ an, Hưng Yên, Thanh Hóa) Nhân viên Kỹ thuật Viễn thông",Tổng Công ty Cổ phần Công trình Viettel,Lương: 12 Tr - 20 Tr VND,"Điện Biên
Hưng Yên
Nghệ An"
Learning Data Management,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hà Nội
IT Support,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Lương: Cạnh Tranh,Hồ Chí Minh
THỰC TẬP SINH BUSINESS ANALYST (BA),Công ty Trách nhiệm hữu hạn Khoa học kỹ thuật và Dịch vụ Genome,Lương: 5 Tr - 7 Tr VND,Hà Nội
Firmware Developer,Công Ty Cổ Phần Phương Tiện Điện Thông Minh Selex,"Lương: 1,000 - 1,500 USD",Hà Nội
Chuyên viên Cao Cấp Phát triển hệ thống ERP,Công Ty CP Vàng Bạc Đá Quý Phú Nhuận - PNJ,Lương: Cạnh Tranh,Hồ Chí Minh
Business Analyst – Software Development - JLPT N`2 and Above,CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Lương: 29 Tr - 30 Tr VND,Hồ Chí Minh
Application Operations Manager,LOTTE FINANCE VIETNAM,Lương: Cạnh Tranh,Hà Nội
Nhân viên IT Helpdesk - Tiếng Nhật N3,Công ty TNHH CADIAN VIETNAM,Lương: 15 Tr - 17 Tr VND,Hồ Chí Minh
Giáo Viên dạy Lập Trình/Coding Teacher - Quận 9,Wall Street English,"Lương: 6,5 Tr - 7 Tr VND",Hồ Chí Minh
"Kỹ Sư Dự Án (Intern Full-Time, Fresher Are Welcome)",CÔNG TY TNHH NETMARKS VIỆT NAM,Lương: Lên đến 18 Tr VND,Hà Nội
UX/UI Designer (Focus UX),CÔNG TY CỔ PHẦN CITICS,Lương: Lên đến 25 Tr VND,Hồ Chí Minh
Mobile Developer (Flutter - Level Middle),Công ty Cổ phần Tập đoàn Meey Land,Lương: 20 Tr - 30 Tr VND,Hà Nội
Chuyên viên Hỗ trợ vận hành SAP (FICO),Công Ty Cổ Phần Quốc Tế Sơn Hà,Lương: Cạnh Tranh,Hà Nội
DATA ENGINNER (THU NHẬP TỐT),SCI Group,Lương: 20 Tr - 30 Tr VND,Hà Nội
Odoo Developer,NHÀ SÁCH TIẾN THỌ,Lương: 17 Tr - 20 Tr VND,Hà Nội
Ea tam - Chuyên Viên IT,Công Ty Cổ Phần Vacxin Việt Nam,Lương: Cạnh Tranh,Dak Lak
Chuyên viên An Toàn Thông tin,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Lương: Cạnh Tranh,Hà Nội
Chuyên viên hạ tầng mạng,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,Lương: Cạnh Tranh,Hà Nội
Chuyên gia DevOps - Khối Ngân hàng số,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Lương: Cạnh Tranh,Hà Nội
Chuyên viên Quản trị ứng dụng và khai thác dữ liệu,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),Lương: Cạnh Tranh,Hà Nội
IT SUPPORT,CÔNG TY TNHH CRYSTAL ELEGANCE TEXTILES VIỆT NAM,Lương: 10 Tr - 14 Tr VND,Bình Dương
Business Analyst,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Lương: Cạnh Tranh,Hồ Chí Minh
Developer,CÔNG TY TNHH Y TẾ VIỆT TIẾN,Lương: Cạnh Tranh,Hồ Chí Minh
CHUYÊN VIÊN TÀI CHÍNH AM HIỂU CÔNG NGHỆ (Tech-Savvy Finance Specialist),CÔNG TY TNHH CÔNG NGHỆ VNTRIP,Lương: 15 Tr - 30 Tr VND,Hà Nội
Kỹ sư Cơ-Điện-Tự động hóa,CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK VIỆT NAM,Lương: Cạnh Tranh,Quốc tế
Lập trình viên Fullstack .net,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,Lương: 15 Tr - 25 Tr VND,Hà Nội
[I1] TRƯỞNG NHÓM IT SUPPORT,BellSystem24 Việt Nam,Lương: 14 Tr - 15 Tr VND,Hà Nội
CHUYÊN VIÊN LẬP TRÌNH PYTHON-ODOO,Công ty Cổ phần CANIFA,Lương: 16 Tr - 30 Tr VND,Hà Nội
QUẢN LÝ KINH DOANH NGÀNH HÀNG ACCESS CONTROL,40HRS HR Consulting (Công ty Cổ phần 40 Giờ),Lương: 20 Tr - 30 Tr VND,Hà Nội
Chuyên viên phân tích nghiệp vụ - BA (Odoo),Tập Đoàn Karofi Holding,Lương: 25 Tr - 35 Tr VND,Hà Nội
Data Analyst,Công ty Cổ Phần Chuỗi Nhà Hàng SVN,Lương: 15 Tr - 18 Tr VND,Hà Nội
IT Staff (System/ Network Administrator or Helpdesk),"DP Systems Electronic Mechanical Technology Vietnam Co., Ltd",Lương: Cạnh tranh,Bình Dương
Chuyên viên Chuyển đổi số & Tối ưu quy trình,CÔNG TY TNHH DỆT LIÊN CHÂU,Lương: Cạnh tranh,Bình Dương
Chuyên viên phân tích nghiệp vụ BA - Business Analyst,Chương trình Học viện Công nghệ BKACAD,Lương: 12 Tr - 18 Tr VND,Hà Nội
Trưởng Nhóm Dự Án (Project Team Lead).,Chương trình Học viện Công nghệ BKACAD,Lương: 20 Tr - 35 Tr VND,Hà Nội
Chuyên Viên Nghiệp Vụ (Dịch Vụ Viễn Thông),Công ty Cổ phần Tập đoàn Leeon Group,Lương: 10 Tr - 15 Tr VND,Hà Nội
Kỹ Sư Vận Hành Dịch Vụ,Công ty Cổ phần Tập đoàn Leeon Group,Lương: 10 Tr - 15 Tr VND,Hà Nội
Trưởng nhóm Triển khai dự án Số hóa,Công ty CP Đầu Tư TM và Phát Triển Công Nghệ FSI,"Lương: 6,5 Tr - 12 Tr VND",Hồ Chí Minh
Nhân viên hỗ trợ người dùng ERP,Công ty Cổ phần CANIFA,Lương: 10 Tr - 16 Tr VND,Hà Nội
IT HELPDESK,Saint-Gobain Vietnam,Lương: Cạnh tranh,Hà Nội
Product Owner,NGÂN HÀNG TMCP KỸ THƯƠNG VIỆT NAM (TECHCOMBANK),Lương: Cạnh tranh,Hà Nội
Kỹ sư Tư Vấn Giải Pháp CNTT (VMware/Network/Sercurity),Công ty TNHH Viettel - CHT,Lương: Cạnh Tranh,Hồ Chí Minh
Full-Stack Developer ( PHP Laravel),Công ty TNHH Nasys,Lương: 12 Tr - 18 Tr VND,Hồ Chí Minh
"Backend Developer (Next.js, Node.js, Javascript)",Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,Lương: Cạnh Tranh,Hồ Chí Minh
Nhân viên IT Helpdesk (Củ Chi),CÔNG TY CỔ PHẦN DÂY CÁP ĐIỆN VIỆT NAM - CADIVI,Lương: Cạnh Tranh,Hồ Chí Minh
NAV/Business Central Technical Lead,Accredo Asia Packaging Co. Ltd,Lương: Cạnh Tranh,Bình Dương
Nhân viên IT,CÔNG TY CỔ PHẦN ĐẦU TƯ BeNK,Lương: 17 Tr - 20 Tr VND,Hà Nội
Giảng Viên Thiết Kế Vi Mạch,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: Trên 20 Tr VND,Hồ Chí Minh
Nghiên cứu viên PTN Truyền thông đa phương tiện,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: 30 Tr - 60 Tr VND,Hồ Chí Minh
Chuyên viên Quản trị ứng dụng - Khối Công nghệ Ngân hàng số,Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Lương: Cạnh Tranh,Hà Nội
Giảng viên Hệ thống thông tin,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: 30 Tr - 60 Tr VND,Hồ Chí Minh
Senior Risk Specialist- Ho Chi Minh- TA084,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh Tranh,Hồ Chí Minh
Giảng viên Hệ thống nhúng và robot,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: 20 Tr - 60 Tr VND,Hồ Chí Minh
Giảng viên Công nghệ phần mềm,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: 20 Tr - 60 Tr VND,Hồ Chí Minh
Java Developer,CÔNG TY CỔ PHẦN KINH DOANH F88,Lương: 18 Tr - 34 Tr VND,Hà Nội
Chuyên viên Công nghệ Thẻ - Khối Công nghệ Ngân hàng số,Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Lương: Cạnh Tranh,Hà Nội
Giảng viên An toàn thông tin,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: 20 Tr - 60 Tr VND,Hồ Chí Minh
Chuyên viên cao cấp Ngân hàng số - Khối Công nghệ Ngân hàng số,Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Lương: Cạnh Tranh,Hà Nội
Nghiên cứu viên PTN Hệ thống thông tin,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: 30 Tr - 60 Tr VND,Hồ Chí Minh
Giảng viên Thiết bị di động và Công nghệ Web,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: 30 Tr - 60 Tr VND,Hồ Chí Minh
Giảng viên Truyền thông dữ liệu,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: 20 Tr - 60 Tr VND,Hồ Chí Minh
Nghiên cứu viên PTN An toàn thông tin,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,"Lương: 14,5 Tr - 60 Tr VND",Hồ Chí Minh
Mid Software Engineer,MindX Technology School,Lương: 10 Tr - 35 Tr VND,Hà Nội
Chuyên Viên Cao Cấp Phân tích nghiệp vụ (SAP FI/CO),Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Lương: Cạnh Tranh,Hồ Chí Minh
Credit Risk Modeling Executive,Công Ty Tài Chính Mirae Asset (Việt Nam),Lương: Cạnh Tranh,Hồ Chí Minh
Senior Developer,ROUTINE VN - FASHION DESIGN & RETAILER,Lương: Cạnh Tranh,Hồ Chí Minh
Giảng viên Khoa học máy tính,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN,Lương: 30 Tr - 60 Tr VND,Hồ Chí Minh
Senior IT / Chuyên viên cao cấp Công nghệ thông tin,CÔNG TY CỔ PHẦN CHỨNG KHOÁN GUOTAI JUNAN (VIỆT NAM),Lương: Cạnh Tranh,Hà Nội
DevOps Engineer,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Lương: Cạnh Tranh,Hồ Chí Minh
IT Auditor_Chuyên Viên Kiểm Toán Công Nghệ Thông Tin,Công Ty Tài Chính TNHH Một Thành Viên Quốc Tế Việt Nam JACCS,Lương: 18 Tr - 20 Tr VND,Hồ Chí Minh
Chuyên Viên Chuyển Đổi Số,Công Ty Tài Chính TNHH Một Thành Viên Quốc Tế Việt Nam JACCS,Lương: 11 Tr - 17 Tr VND,Hồ Chí Minh
Nhân Viên hỗ trợ vận hành phần mềm,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,Lương: 13 Tr - 17 Tr VND,Hà Nội
Python Developer,Bảo mật,Lương: Cạnh tranh,Hồ Chí Minh
Senior Data Systems Architect,Bảo mật,Lương: Cạnh tranh,Hồ Chí Minh
NHÂN VIÊN BẢO TRÌ,Hỷ Lâm Môn & L'amour Bakery,Lương: 9 Tr - 12 Tr VND,Hồ Chí Minh
[IT Dept.] Senior AI Engineer,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Lương: Cạnh tranh,Hà Nội
Senior Backend Java Engineer,HR Vietnam’s ESS Client,Lương: Cạnh tranh,Hồ Chí Minh
Senior Frontend Developer,HR Vietnam’s ESS Client,Lương: Cạnh tranh,Hồ Chí Minh
Kỹ thuật viên Cabling - Onsite ( Thời vụ 6 - 12 tháng),LacViet Computing Corporation,Lương: Cạnh tranh,Hồ Chí Minh
Technical Product Specialist,Wall Street English,Lương: Cạnh tranh,Hồ Chí Minh
Technical Product Support,Wall Street English,Lương: Cạnh tranh,Hồ Chí Minh
Nhân Viên IT,"CÔNG TY CỔ PHẦN XÂY DỰNG, THƯƠNG MẠI VÀ VẬT LIỆU SÔNG HỒNG",Lương: Cạnh tranh,Hưng Yên
