Job Title,Company,Salary,Location
CHUYÊN VIÊN /CVC/CVCC CÔNG NGHỆ BIG DATA,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
Nhân viên Lập trình,Công ty Cổ phần CANIFA,Lương: 12 Tr - 17 Tr VND,Hà Nội
Master Data Lead,"Rochdale Spears Co., Ltd.",Lương: Cạnh Tranh,Bình Dương
Lập trình Java (Backend Developer),CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
Chuyên viên vận hành (quản trị viên hệ thống lark),CÔNG TY TNHH PRIME COMMERCE VIỆT NAM,Lương: Cạnh Tranh,Hồ Chí Minh
NHÂN VIÊN THIẾT KẾ TẠI HẢI PHÒNG,Công ty TNHH Phát triển BĐS Novasky,Lương: 8 Tr - 12 Tr VND,Hải Phòng
Lập trình Angular (Frontend Developer),CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
Nhân viên Marketing Dự án,Công ty TNHH Phát triển BĐS Novasky,Lương: 8 Tr - 13 Tr VND,Hà Nội
Lập Trình Viên Mobile (iOS/Android Developer),CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
Giám đốc Trung tâm Trí tuệ nhân tạo (AI),Công ty Cổ phần Tập đoàn Meey Land,Lương: 70 Tr - 90 Tr VND,Hà Nội
Trưởng ban IT,Công Ty Cổ Phần A25 Hotel,Lương: 25 Tr - 40 Tr VND,Hà Nội
Product Specialist,HR Vietnam’s ESS Client,Lương: Cạnh Tranh,Hà Nội
Giáo viên lập trình (Part-time) - Bình Dương,Wall Street English,Lương: Cạnh Tranh,Bình Dương
IT Engineer (Software Implementation Engineer),Công Ty TNHH BEST Logistics Technology (Việt Nam),Lương: 13 Tr - 25 Tr VND,Hồ Chí Minh
AI/Machine Learning Developer,Công ty TNHH Microtec Việt Nam,Lương: Cạnh Tranh,Hà Nội
Account Manager (Mảng CNTT / Cơ Điện),GTEL ICT,Lương: Cạnh Tranh,Hà Nội
Senior AI Engineer,MOTIVES VIETNAM CORPORATION,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên Viên Kiểm Thử - Manual Tester (Core Banking) - Khối Công Nghệ & Dữ Liệu,NGÂN HÀNG TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VIỆT NAM HIỆN ĐẠI,Lương: Cạnh Tranh,Hà Nội
Chuyên viên/Chuyên viên cao cấp Quản Lý Dự Án CNTT,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
Chuyên Viên Chính Quản Lý Dự Án Chuyển Đổi Số (PMO),CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN VĂN PHÚ,Lương: Cạnh Tranh,Hà Nội
Nhân viên Lập trình Python-ODoo,Công ty Cổ phần CANIFA,Lương: 12 Tr - 18 Tr VND,Hà Nội
Trưởng nhóm Market Insight,Công ty Cổ phần CANIFA,Lương: 25 Tr - 40 Tr VND,Hà Nội
Karofi Talent 25 - Chương trình Tuyển dụng Quản lý Tài năng,Tập Đoàn Karofi Holding,"Lương: 1,000 - 3,000 USD","Hưng Yên
Hà Nội
Bắc Ninh"
ERP Specialist,Viet Thai International,Lương: Cạnh Tranh,Hồ Chí Minh
Nhân viên Quản lý dự án thị trường quốc tế,Công ty TNHH Viettel - CHT,Lương: Cạnh Tranh,Hà Nội
NHÂN VIÊN CHĂM SÓC HÌNH ẢNH ACER TẠI TP. HÀ NỘI,Công ty TNHH Acer Việt Nam,Lương: 7 Tr - 10 Tr VND,Hà Nội
Bridge Engineer (Thai speaking),HR Vietnam’s ESS Client,Lương: Cạnh tranh,Hà Nội
R&D Software Supervisor,HR Vietnam’s ESS Client,Lương: Cạnh tranh,Hà Nội
Back-end Developer (Cty con Massko),Công ty Cổ phần Masscom Việt Nam,Lương: 12 Tr - 25 Tr VND,Hà Nội
Frontend Developer,CÔNG TY CỔ PHẦN HỌC VIỆN MINH TRÍ THÀNH,Lương: Cạnh tranh,Hà Nội
IT Risk & Compliance Chief,Công Ty Tài Chính TNHH Một Thành Viên Quốc Tế Việt Nam JACCS,Lương: 20 Tr - 25 Tr VND,Hồ Chí Minh
CVCC Quản trị hệ thống Nhân sự - Hà Nội - TA163,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
Kiểm thử viên cao cấp/Senior Tester - Khối Chuyển đổi,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Lương: Cạnh tranh,Hà Nội
AI Backend Engineer,LacViet Computing Corporation,Lương: 15 Tr - 30 Tr VND,Hồ Chí Minh
UX/UI Designer,CÔNG TY CỔ PHẦN HỌC VIỆN MINH TRÍ THÀNH,Lương: 12 Tr - 22 Tr VND,Hà Nội
AI / NLP Engineer (Pre-Senior / Senior),CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,Lương: Lên đến 50 Tr VND,Đà Nẵng
Fresher Performance Marketing (upto $5000) - SGN,CÔNG TY TNHH CÔNG NGHỆ VÀ GIẢI PHÁP PHẦN MỀM CROSSIAN VIỆT NAM,"Lương: Lên đến 5,000 USD","Hà Nội
Hồ Chí Minh"
Marketing Insights Analyst (Data & Research),Công ty Cổ phần Tập đoàn Meey Land,Lương: 22 Tr - 25 Tr VND,Hà Nội
Marcom Account Executive,Công ty Cổ phần Tập đoàn Meey Land,Lương: 14 Tr - 15 Tr VND,Hà Nội
Digital Marketing Lead (Up-to $7000),CÔNG TY TNHH CÔNG NGHỆ VÀ GIẢI PHÁP PHẦN MỀM CROSSIAN VIỆT NAM,"Lương: Lên đến 7,000 USD","Hà Nội
Hồ Chí Minh"
Junior Performance Marketing (Meta) - upto $5000,CÔNG TY TNHH CÔNG NGHỆ VÀ GIẢI PHÁP PHẦN MỀM CROSSIAN VIỆT NAM,"Lương: Lên đến 5,000 USD","Hà Nội
Hồ Chí Minh"
Business Analyst,CÔNG TY CỔ PHẦN ONEFIN VIỆT NAM,Lương: Cạnh tranh,"Hà Nội
Hồ Chí Minh"
Quản lý dự án ERP,CÔNG TY CỔ PHẦN PHÁT TRIỂN CƠ ĐIỆN LẠNH HOÀNG ĐẠT,Lương: 35 Tr - 50 Tr VND,Hà Nội
Chuyên viên phân tích nghiệp vụ ERP (Business Analyst),CÔNG TY CỔ PHẦN PHÁT TRIỂN CƠ ĐIỆN LẠNH HOÀNG ĐẠT,Lương: 20 Tr - 25 Tr VND,Hà Nội
Trưởng Bộ Phận An Ninh Thông Tin,EuP Group,Lương: Cạnh Tranh,Hà Nội
Lập trình viên,EuP Group,Lương: 15 Tr - 20 Tr VND,Hà Nội
Scrum Master,Công ty TNHH Viettel - CHT,Lương: Cạnh Tranh,Hà Nội
CHUYÊN VIÊN LẬP TRÌNH ERP,Tập Đoàn An Phát Holdings,Lương: 20 Tr - 28 Tr VND,Hà Nội
Data Engineer,Công Ty CP Dược Phẩm Pharmacity,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên Quản trị Mạng kết nối (All level) - Network Administrator - Khối Công nghệ thông tin (HO25.506),Ngân Hàng TMCP Quân Đội,Lương: Cạnh Tranh,Hà Nội
ERP System Analyst(MỚI),Công ty TNHH Onpoint,Lương: Cạnh Tranh,Hồ Chí Minh
Trưởng phòng Kinh doanh(MỚI),Tập Đoàn Karofi Holding,Lương: 25 Tr - 50 Tr VND,Hà Nội
GIS Specialist(MỚI),CÔNG TY CỔ PHẦN CITICS,Lương: Cạnh Tranh,Hồ Chí Minh
Software Architect(MỚI),Công ty TNHH Viettel - CHT,Lương: Cạnh Tranh,Hà Nội
Hardware Engineer(MỚI),CÔNG TY CỔ PHẦN GREMSY,Lương: Cạnh Tranh,Hồ Chí Minh
Technical Leader/ Trưởng Phòng Lập Trình(MỚI),CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
IT Developer(MỚI),CÔNG TY TNHH GUNZETAL (VIỆT NAM),Lương: 15 Tr - 25 Tr VND,Bình Dương
"Full-stack Developer (Java, Spring, Angular/React/Vue)(MỚI)",NGÂN HÀNG TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN VIỆT NAM HIỆN ĐẠI,Lương: Cạnh Tranh,Hà Nội
[NSG] - Chuyên viên cao cấp Giám sát Camera(MỚI),Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,Lương: Cạnh Tranh,Hồ Chí Minh
Lập trình viên cấp cao/Senior Back End Developer - Khối Chuyển đổi(MỚI),Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Lương: Cạnh Tranh,Hà Nội
Chuyên Viên Công Nghệ Thông Tin – Chuyển Đổi Số,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN HUDLAND,Lương: Cạnh Tranh,Hà Nội
Chuyên Viên HCNS Tổng Hợp,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN HUDLAND,Lương: Cạnh Tranh,Hà Nội
Giám Đốc Công Nghệ Thông Tin,Tập Đoàn Karofi Holding,"Lương: 3,000 - 6,000 USD",Hà Nội
Nhân Viên Công Nghệ Thông Tin,Công ty CP Thương Mại Việt Hồng,Lương: 10 Tr - 15 Tr VND,Hà Nội
Mobile Developer,Công Ty Cổ Phần Phương Tiện Điện Thông Minh Selex,"Lương: 1,000 - 1,700 USD",Hà Nội
Chuyên Viên Nghiên Cứu Và Phân Tích Thị Trường Việt Nam ( tiếng Nhật từ N2),Công Ty TNHH ONE-VALUE Việt Nam,Lương: Cạnh Tranh,"Hà Nội
Hồ Chí Minh
Tokyo"
Technical Product Owner,Invest Talent JSC,Lương: 40 Tr - 50 Tr VND,Hồ Chí Minh
Senior System Engineer,Công ty TNHH Viettel - CHT,Lương: Cạnh Tranh,Hà Nội
Phó Phòng Giải Pháp Công Nghệ Cao,Công ty TNHH PNK,Lương: 35 Tr - 40 Tr VND,Hà Nội
Sign on Bonus - FULL-STACK DEVELOPER ( .Net core + Angular),ACS SOFTWARE SOLUTION COMPANY LIMITED,Lương: 15 Tr - 30 Tr VND,Hồ Chí Minh
Chuyên Viên Cao Cấp Phân tích nghiệp vụ (SAP MM),Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Lương: Cạnh Tranh,Hồ Chí Minh
Database Administrator Expert,LOTTE FINANCE VIETNAM,Lương: Cạnh Tranh,Hà Nội
CHUYÊN VIÊN VẬN HÀNH HỆ THỐNG KHO,CÔNG TY TNHH XUẤT NHẬP KHẨU RUTOP VIỆT NAM - Thương Hiệu Toptotoes,Lương: 12 Tr - 15 Tr VND,Hà Nội
Chuyên viên Quan trị rủi ro (Mảng Công Nghệ),Công ty Cổ phần Tập đoàn Meey Land,Lương: 25 Tr - 35 Tr VND,Hà Nội
Urgent - IT ERP (3 years experiencing in S/4HANA & Business Consulting),Mitsubishi Electric Vietnam,Lương: Cạnh tranh,Hồ Chí Minh
CHUYÊN VIÊN HỖ TRỢ KHÁCH HÀNG,CÔNG TY CỔ PHẦN CÔNG NGHỆ NƯỚC - NĂNG LƯỢNG,Lương: 8 Tr - 12 Tr VND,Hồ Chí Minh
Chuyên Viên Điều Phối Dự Án (Chuyển Đổi Số),CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN VĂN PHÚ,Lương: Cạnh tranh,Hà Nội
Trưởng/ Phó phòng An Toàn thông tin,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh tranh,Hà Nội
Trưởng Phòng Phát Triển Ứng Dụng,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh tranh,Hà Nội
Java Backend,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh tranh,Hà Nội
Chuyên viên Quản lý dự án (Project Manager),NHÀ SÁCH TIẾN THỌ,Lương: 20 Tr - 25 Tr VND,Hà Nội
"Chuyên viên hỗ trợ vận hành và phát triển hệ thống SAP (ERP), phân hệ tài chính kế toán (FICO)",Tổng công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội (HABECO - Bia Hà Nội),Lương: 12 Tr - 20 Tr VND,Hà Nội
Senior IT Security (Pentest - Architecture & Application),LOTTE FINANCE VIETNAM,Lương: Cạnh tranh,Hà Nội
SAP ABAP Senior Specialist,Tan Hiep Phat Group,Lương: 25 Tr - 31 Tr VND,"Hồ Chí Minh
Bình Dương"
Middle/Senior Back - End Engineer,Tập Đoàn CT Group Việt Nam,Lương: Cạnh tranh,Hồ Chí Minh
Trưởng bộ phận Quản trị hệ thống,Công ty CP Chứng khoán Alpha,Lương: 23 Tr - 28 Tr VND,Hà Nội
Chuyên viên An ninh thông tin,Công ty CP Chứng khoán Alpha,Lương: 15 Tr - 18 Tr VND,Hà Nội
Chuyên viên nghiệp vụ phần mềm nhân sự (BA),CÔNG TY CỔ PHẦN EUROWINDOW HOLDING,Lương: Cạnh tranh,Hà Nội
Trưởng nhóm Phân tích nghiệp vụ (Business Analyst Leader),Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam (VCBS - Vietcombank Securities),Lương: Cạnh tranh,Hà Nội
Chuyên viên Kiểm thử Dữ liệu - Data Tester - Khối Dữ liệu (HO25.493),Ngân Hàng TMCP Quân Đội,Lương: Cạnh tranh,Hà Nội
Technical Support (Night Shift),CÔNG TY CỔ PHẦN MAC MARKETING,Lương: 12 Tr - 15 Tr VND,Hồ Chí Minh
Senior Mobile Developer (Flutter & Android Kotlin/Java),CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,Lương: Cạnh tranh,Hồ Chí Minh
Chuyên viên phân tích nghiệp vụ Business Analyst (BA),Chương trình Học viện Công nghệ BKACAD,Lương: 15 Tr - 25 Tr VND,Hà Nội
Chuyên viên Phát triển ứng dụng - Alphanam Group,Alphanam Group,Lương: Cạnh Tranh,Hà Nội
Nhân viên kỹ thuật IT phần cứng,Công Ty Cổ Phần A25 Hotel,Lương: 15 Tr - 26 Tr VND,Hà Nội
Trưởng Bộ Phận Hành Chính Nhân Sự,Tập Đoàn Karofi Holding,Lương: 20 Tr - 30 Tr VND,Hà Nội
10 Kỹ Sư Thiết Kế Cơ Khí - R&D Mechanical Design Engineer,Tập Đoàn Karofi Holding,Lương: 18 Tr - 35 Tr VND,"Hà Nội
Hưng Yên"
Chuyên Viên Khoa Học Dữ Liệu (Data Scientist),CÔNG TY CỔ PHẦN EPLUS RESEARCH,Lương: Cạnh Tranh,Hồ Chí Minh
Backend Developer (Chuyên Node.Js),CÔNG TY CỔ PHẦN EPLUS RESEARCH,Lương: 30 Tr - 40 Tr VND,Hồ Chí Minh
Chuyên viên cao cấp Phát Triển Smart Vista - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh Tranh,Hà Nội
Chuyên viên Phát triển Smart Vista - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh Tranh,Hà Nội
Nhân viên Hỗ trợ dự án Công nghệ (PM),Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh Tranh,Hà Nội
Data Engineer - Trung tâm Dữ liệu,Tổng Công ty Cổ phần Bảo hiểm Quân đội (MIC),Lương: Cạnh Tranh,Hà Nội
Phó Giám đốc Trung tâm Quản trị kiến trúc và danh mục - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh Tranh,Hà Nội
Chuyên Gia phát triển thẻ Smart Vista - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh Tranh,Hà Nội
Chuyên Viên Cao Cấp/Chuyên Gia Kiểm Soát Chất Lượng Sau Triển Khai Phần Mềm,TẬP ĐOÀN Y TẾ VIỆT - NGA,Lương: Cạnh Tranh,Hà Nội
Nhân viên trải nghiệm phần mềm Viettel,CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Lương: 10 Tr - 12 Tr VND,Hà Nội
Trưởng phòng kỹ thuật - CN Vĩnh Phúc,CÔNG TY CỔ PHẦN PHÁT TRIỂN VIỄN THÔNG VÀ TRUYỀN HÌNH VIỆT NAM,Lương: 7 Tr - 11 Tr VND,Vĩnh Phúc
Chuyên viên Kiểm thử phần mềm - Tester,Tổng Công Ty Cổ Phần Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam,Lương: Cạnh Tranh,Hà Nội
Chuyên viên Lập trình - Fullstack Developer,Tổng Công Ty Cổ Phần Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam,Lương: Cạnh Tranh,Hà Nội
Chuyên viên Phân tích nghiệp vụ (Business Analyst),Tổng Công Ty Cổ Phần Bảo Hiểm Ngân Hàng TMCP Công Thương Việt Nam,Lương: Cạnh Tranh,Hà Nội
IT .NET Development Lead,CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên An ninh thông tin,CÔNG TY CỔ PHẦN TIN HỌC - VIỄN THÔNG HÀNG KHÔNG AITS,Lương: 10 Tr - 20 Tr VND,Hà Nội
Flutter Developer,Chương trình Học viện Công nghệ BKACAD,Lương: 10 Tr - 20 Tr VND,Hà Nội
CHUYEN VIÊN IT,CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Lương: 9 Tr - 12 Tr VND,Tây Ninh
Embedded Linux Engineer,TECOTEC Technology,Lương: 8 Tr - 15 Tr VND,Hà Nội
Chuyên viên cao cấp/Chuyên viên chính Quản trị Hệ thống,BVBank - Ngân hàng Bản Việt,Lương: Cạnh Tranh,Hồ Chí Minh
Data Analytics Assistant Manager,Headhunter HRchannels Group,"Lương: 800 - 1,000 USD",Hà Nội
Kỹ Sư Thiết Kế Cơ Khí - R&D Mechanical Design Engineer,Tập Đoàn Karofi Holding,Lương: 12 Tr - 25 Tr VND,"Hà Nội
Hưng Yên"
Project Manager,HR Vietnam’s ESS Client,Lương: Cạnh Tranh,Hà Nội
Kỹ Sư Lập Trình Nhúng,CÔNG TY CỔ PHẦN THIẾT BỊ CÔNG NGHIỆP GEIC,Lương: Cạnh tranh,Hà Nội
Chuyên gia Tăng trưởng số (Digital Growth),ABBANK - Ngân Hàng TMCP An Bình,"Lương: 1,000 - 2,000 USD",Hà Nội
Chuyên viên IT - Vận hành,Công ty TNHH Vạn Niên,Lương: 12 Tr - 17 Tr VND,Hà Nội
Kỹ Sư Kiểm Thử,CÔNG TY CỔ PHẦN THIẾT BỊ CÔNG NGHIỆP GEIC,Lương: Cạnh tranh,Hà Nội
[IT Dept.] Senior IT Security,CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Lương: Cạnh tranh,Hà Nội
Chuyên viên Cao cấp Hệ thống Tài chính,Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Lương: Cạnh tranh,Hồ Chí Minh
Nhân Viên Phân Tích Nghiệp Vụ (BA),CÔNG TY CỔ PHẦN THIẾT BỊ CÔNG NGHIỆP GEIC,Lương: Cạnh tranh,Hà Nội
Trưởng phòng Quản trị và khai thác dữ liệu (CNTT),Công Ty Cổ Phần Tập Đoàn Đầu Tư Địa Ốc No Va,Lương: Cạnh tranh,Hồ Chí Minh
Chuyên viên phân tích&ứng dụng chuyển đổi số,Công Ty Cổ Phần Thép Việt Xô Hà Nội,Lương: Cạnh tranh,Hà Nội
Product Life Cycle Management (PLM) Engineer,Techtronic Industries Vietnam Manufacturing Company Limited,Lương: Cạnh tranh,Hồ Chí Minh
Data Science Expert - Hà Nội - TA174,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Lương: Cạnh tranh,Hà Nội
Nhân viên Tester,BỆNH VIỆN ĐA KHOA PHƯƠNG ĐÔNG,Lương: 10 Tr - 18 Tr VND,Hà Nội
Business Analyst (BA),BỆNH VIỆN ĐA KHOA PHƯƠNG ĐÔNG,Lương: 10 Tr - 25 Tr VND,Hà Nội
Software Developer - Chuyên Frontend,BỆNH VIỆN ĐA KHOA PHƯƠNG ĐÔNG,Lương: 15 Tr - 25 Tr VND,Hà Nội
Software Developer - Chuyên Backend,BỆNH VIỆN ĐA KHOA PHƯƠNG ĐÔNG,Lương: 15 Tr - 25 Tr VND,Hà Nội
[HCM] Lập trình viên Backend (Golang),Công Ty Cổ Phần Giải Pháp Thanh Toán Việt Nam (VNPAY),Lương: Cạnh tranh,Hồ Chí Minh
CHUYÊN VIÊN LẬP TRÌNH (AUTOMATION AI),CÔNG TY TNHH HQ SING,Lương: 14 Tr - 16 Tr VND,Hồ Chí Minh
BUSINESS ANALYST (BA),CÔNG TY TNHH HQ SING,Lương: 12 Tr - 14 Tr VND,Hồ Chí Minh
Web Platform & Tech Solutions Lead,CÔNG TY TNHH HQ SING,Lương: 25 Tr - 30 Tr VND,Hồ Chí Minh
Manual QC Engineer (Banking/Securities),HSC - Chứng Khoán Thành Phố Hồ Chí Minh,Lương: 25 Tr - 35 Tr VND,Hồ Chí Minh
Chuyên viên triển khai AI,Công Ty Cổ Phần Quốc Tế Sơn Hà,Lương: Cạnh Tranh,Hà Nội
Chuyên Viên Quản lý dự án Công nghệ thông tin,EuP Group,Lương: 15 Tr - 18 Tr VND,Hà Nội
SAP Engineer/Executive,CÔNG TY TNHH HIRA MANUFACTURING,Lương: 35 Tr - 40 Tr VND,Đồng Nai
Trưởng Bộ phận Tuân thủ Công nghệ thông tin,BVBank - Ngân hàng Bản Việt,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên Vận hành ứng dụng Thẻ,BVBank - Ngân hàng Bản Việt,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên Tuân thủ Công nghệ thông tin,BVBank - Ngân hàng Bản Việt,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên Bảo mật Công nghệ thông tin,BVBank - Ngân hàng Bản Việt,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên Hỗ trợ Công nghệ thông tin,BVBank - Ngân hàng Bản Việt,Lương: Cạnh Tranh,Hà Nội
Trưởng bộ phận Quản trị hệ thống và cơ sở dữ liệu,BVBank - Ngân hàng Bản Việt,Lương: Cạnh Tranh,Hồ Chí Minh
Chuyên viên Chiến lược Kinh doanh,Công ty TNHH Viettel - CHT,Lương: Cạnh Tranh,Hà Nội
[English] Scrum Master,Laidon Consulting Vietnam,Lương: Cạnh Tranh,Hồ Chí Minh
[TẬP ĐOÀN PHENIKAA] Chuyên viên An toàn thông tin,ĐẠI HỌC PHENIKAA,Lương: 17 Tr - 25 Tr VND,Hà Nội
[TẬP ĐOÀN PHENIKAA] Chuyên viên Quản trị hệ thống,ĐẠI HỌC PHENIKAA,Lương: 15 Tr - 25 Tr VND,Hà Nội
Chuyên viên Đảm Bảo Hoạt Động Hạ Tầng Thiết Bị,CÔNG TY CỔ PHẦN TIN HỌC - VIỄN THÔNG HÀNG KHÔNG AITS,Lương: 9 Tr - 20 Tr VND,Hồ Chí Minh
Kỹ sư quản trị cơ sở dữ liệu (Database),Công ty TNHH Viettel - CHT,Lương: Cạnh Tranh,Hà Nội
Project Expert,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI (SHBFinance),Lương: Cạnh Tranh,Hồ Chí Minh
Senior .NET Full-Stack Developer,Concung.com - Con Cung Joint Stock Company,Lương: Cạnh Tranh,Hồ Chí Minh
"Khối NS&DVNB - CVCC Hành chính quản trị (phụ trách công tác Đảng, Đoàn)",Ngân hàng TMCP Lộc Phát Việt Nam (LPBank),Lương: Cạnh Tranh,Hà Nội
Chuyên viên Quản lý danh mục (IT PM) - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh Tranh,Hà Nội
NHÂN VIÊN HÀNH CHÍNH IT,CÔNG TY TNHH KAM HING (VIỆT NAM) DỆT NHUỘM VÀ IN,Lương: Cạnh Tranh,Đồng Nai
Trưởng phòng công nghệ thông tin,CÔNG TY CỔ PHẦN ĐẦU TƯ BeNK,Lương: 30 Tr - 35 Tr VND,Hà Nội
IT Business Analyst (phân tích nghiệp vụ),Công Ty Cổ Phần A25 Hotel,Lương: 25 Tr - 50 Tr VND,Hà Nội
Business Analyst ERP,NHÀ SÁCH TIẾN THỌ,Lương: 12 Tr - 25 Tr VND,Hà Nội
Data Analyst,Công ty Cổ phần CANIFA,Lương: 15 Tr - 25 Tr VND,Hà Nội
Nhân viên IT support,Công ty Cổ phần CANIFA,Lương: 10 Tr - 17 Tr VND,Hà Nội
Chuyên viên Lập trình Python-ODoo,Công ty Cổ phần CANIFA,Lương: 16 Tr - 30 Tr VND,Hà Nội
Thực Tập Sinh Dữ Liệu,CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Lương: Cạnh Tranh,Hà Nội
Business Development (Security),Công ty TNHH Viettel - CHT,Lương: Cạnh tranh,Hà Nội
Senior IT Security Officer (Data Protection),LOTTE FINANCE VIETNAM,Lương: Cạnh tranh,Hà Nội
Kỹ sư Tư vấn giải pháp ATTT (Presale Security),Công ty TNHH Viettel - CHT,Lương: Cạnh tranh,"Hà Nội
Hồ Chí Minh"
Chuyên viên Tư vấn giải pháp (Presales),CÔNG TY CỔ PHẦN TIN HỌC - VIỄN THÔNG HÀNG KHÔNG AITS,Lương: 15 Tr - 33 Tr VND,Hà Nội
Chuyên Viên Quản Trị Dịch Vụ Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN TIN HỌC - VIỄN THÔNG HÀNG KHÔNG AITS,Lương: Cạnh tranh,Hà Nội
Chuyên viên Quản trị hệ thống,CÔNG TY CỔ PHẦN TIN HỌC - VIỄN THÔNG HÀNG KHÔNG AITS,Lương: 15 Tr - 25 Tr VND,Hà Nội
Chuyên viên Lập trình (DevOps Engineer),CÔNG TY CỔ PHẦN TIN HỌC - VIỄN THÔNG HÀNG KHÔNG AITS,Lương: 15 Tr - 25 Tr VND,Hà Nội
Trưởng phòng Quản trị Kiến trúc công nghệ - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh tranh,Hà Nội
Chuyên Viên Phân Tích Nghiệp Vụ(Business Analyst),SCI Group,Lương: Cạnh tranh,Hà Nội
Kỹ sư IIOT,CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Lương: 20 Tr - 25 Tr VND,Hồ Chí Minh
Chuyên gia Chuyển đổi công nghệ - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh tranh,Hà Nội
Chuyên gia Kiến trúc và Giải pháp An toàn thông tin - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh tranh,Hà Nội
Chuyên gia Kiến trúc và Giải pháp Hạ tầng - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh tranh,Hà Nội
Chuyên gia Kiến trúc và Giải pháp Dữ liệu - K.CNTT,Ngân hàng TMCP Đại Chúng Việt Nam - PVcomBank,Lương: Cạnh tranh,Hà Nội
GRC Engineer,Concung.com - Con Cung Joint Stock Company,Lương: Cạnh tranh,Hồ Chí Minh
AppSec (DevOps/DevSecOps) Engineer,Concung.com - Con Cung Joint Stock Company,Lương: Cạnh tranh,Hồ Chí Minh
Senior Devops,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),Lương: Cạnh tranh,Hà Nội
